Title,id,会場(投稿),開催年度,多言語対応の有無,多言語対応（例）ウェブサイトの多言語化,バリアフリー対応の有無,バリアフリー対応策（例）,組織委員会の認証の有無,画像等データの有無,決算額_year,決算額_price
参加・体験・感動！ふれあいこどもまつり（品川区）,5022,"きゅりあん（品川区立総合区民会館） - イベントホール（7F）|きゅりあん（品川区立総合区民会館） - 大ホール|きゅりあん（品川区立総合区民会館） - 小ホール（1F）|きゅりあん（品川区立総合区民会館） - リハーサル室（7F)",2017,2017,,無し,,無し,,,なし
参加・体験・感動！ふれあいこどもまつり（清瀬市）,5023,"清瀬けやきホール - ホール(1F)|清瀬けやきホール - 小ホール(4F)|清瀬けやきホール - セミナーハウス(1F)|清瀬けやきホール - 集会室(4F)",2017,2017,,無し,,無し,,,なし
参加・体験・感動！ふれあいこどもまつり（文京区）,5024,"文京シビックホール - 小ホール（2F)",2017,2017,,無し,,無し,,,なし
参加・体験・感動！ふれあいこどもまつり（立川市）,5025,"たましんRISURUホール（立川市民会館） -  小ホール（3F)|たましんRISURUホール（立川市民会館） - ギャラリー（3F)|たましんRISURUホール（立川市民会館） - 地下サブホール",2017,2017,,無し,,無し,,,なし
参加・体験・感動！ふれあいこどもまつり（江東区）,5026,"亀戸文化センター（カメリアホール）|亀戸文化センター（カメリアホール） - 大研修室（2F)|亀戸文化センター（カメリアホール） - 第1研修室（5F)|亀戸文化センター（カメリアホール） - 第2研修室（5F)|亀戸文化センター（カメリアホール） - 第3研修室（6F)",2017,2017,,無し,,無し,,,なし
振興策、施策案の精査,5027,アーツカウンシル東京,2016,2017,,無し,,無し,,なし,なし
振興策、施策案の精査、まとめ作業,5028,アーツカウンシル東京,2017,2017,,無し,,無し,,なし,なし
第１回「カンパニーデラシネラの若手プロジェクト　３年間を振り返る」,5030,アーツカウンシル東京,2017,2017,,有り,英語,無し,,なし,あり・その他画像|あり・動画
"第２回「身体を透してみえてくるもの－更新をつづける国際ダンスフェスティバル Dance NewAir」",5031,"アーツカウンシル東京 - 大会議室",2017,2017,,有り,英語,無し,,なし,あり・その他画像
"第３回「より豊かな演劇のために― 『つくり方』 から模索し続けた庭劇団ペニノの３年間」",5032,"アーツカウンシル東京 - 大会議室",2017,2017,,有り,英語,無し,,なし,あり・その他画像
"鉄工島FES～運河を利用したMIXED MEDIA FES～",5068,"須田鉄工所（太田区）|BUCKLE KÔBÔ（太田区）|京浜島防災公園（太田区）",2017,2017,,有り,英語,無し,,なし,あり・その他画像
[2017]オーケストラコンサート,5074,東京芸術劇場,2017,2017,,無し,,有り,バリアフリー対応施設,なし,あり・チラシ画像
"第18回東京フィルメックス／TOKYO FILMeX 2017",5078,"有楽町朝日ホール|TOHOシネマズ 日劇|東京国立近代美術館フィルムセンター",2017,2017,,有り,英語,無し,,なし,あり・その他画像
アジア児童青少年舞台芸術フェスティバル2018,5081,国立オリンピック記念青少年総合センター,2017,2017,,有り,英語,無し,,なし,あり・その他画像
"フエルサ　ブルータ　WA! -Wonder Japan Experience",5083,"品川プリンスホテル - ステラボール",2017,2017,,有り,英語,無し,,なし,あり・その他画像
「プルートゥ　PLUTO」,5085,"Bunkamura - シアターコクーン",2017,2017,,有り,英語,無し,,なし,あり・その他画像
MUTEK.JP,5087,日本科学未来館(Miraikan)|渋谷WOMB,2017,2017,,有り,英語,無し,,なし,あり・その他画像
"TOKYO JAZZ WEEKEND 2017 ～みんなのジャズ～",5090,"渋谷駅 - 駅構内13番出口方面|渋谷駅ハチ公前広場|渋谷センター街|東急百貨店 - 本店 正面口特設スペース",2017,2017,,有り,英語,無し,,なし,あり・その他画像
観るひと・創るひと・製作するひとのための古典プロジェクト（仮）,5095,,2017,2017,,無し,,無し,,,
東京国際音楽祭プレ大会,5096,東京ビッグサイト（東京国際展示場）|イーストプロムナード,2017,2017,,有り,英語,無し,,なし,あり・その他画像
東京現音計画コンサート、アーカイブ,5098,"北とぴあ - つつじホール|杉並公会堂 - 小ホール",2016,2016,,有り,英語,無し,,,あり・チラシ画像|あり・その他画像
[2017]体験ワークショップ,5099,"東京芸術劇 - シンフォニースペース|東京芸術劇場 - ギャラリー 2|東京芸術劇場 - ミーティングルーム|東京芸術劇場 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,あり・チラシ画像
「東京・暗渠劇」プロジェクト,5100,,2015,,,無し,,無し,,,
[2017]ミニコンサート,5101,"東京芸術劇場 - シンフォニースペース|東京芸術劇場 - アトリウム内ステージ（中2階）|東京芸術劇場 - ギャラリー 2|東京芸術劇場 - 大ホール エントランスホール（5階）|東京芸術劇場 - オープンスペース（地下1階）",2017,2017,,無し,,有り,バリアフリー対応施設,なし,あり・チラシ画像
渋谷ズンチャカ！,5102,渋谷区各所,2017,2017,,有り,英語,無し,,なし,あり・その他画像
"まちたからフェスタ×とっておきの音楽祭 in Machida 2017",5104,,2017,2017,,無し,,無し,,,
野外×アート×まちなか　トロールの森2017,5108,都立善福寺公園|遊工房アートスペース|タスカフェ|バルタザール|ビリヤード山崎|桃四コミュニティスクール|ゆうゆう善福寺館|西荻窪周辺,2017,2017,,有り,英語,無し,,なし,あり・その他画像
"ここも東京　NISHITAMA にようこそ！－西多摩フォト聖地巡礼－",5117,"新宿文化センター - 展示室|羽村市生涯学習センターゆとろぎ - 展示室|羽村市生涯学習センターゆとろぎ - 小ホール",2017,2017,,有り,英語,無し,,なし,あり・その他画像
玉すだれ博覧会～日本人の知らないニッポンの芸能～,5122,江戸東京博物館ホール,2017,2017,,有り,英語,無し,,なし,あり・その他画像
アジアの国際共同制作プロジェクト,5124,,2016,2016,,無し,,無し,,,なし
SAP.AZNプロジェクト,5125,,2015,2016,,無し,,無し,,,なし
中野フレッシュロックフェスティバル,5128,中野区役所正面玄関前広場,2017,2017,,有り,英語,無し,,なし,あり・その他画像
こどもの城合唱団コンサート　～こどもたちからのサウンドメッセージ～,5130,"渋谷区文化総合センター大和田 - さくらホール",2017,2017,,有り,英語,無し,,なし,あり・その他画像
「エレクトロニコス・ファンタスティコス！」　～本祭Ｉ：家電雷鳴篇～,5131,"Star Rise Tower",2017,2017,,有り,英語,無し,,なし,あり・その他画像
東京カラオケまつり,5133,かめありリリオホール|文化放送メディアプラスホール|新宿区角筈区民ホール|西東京市民会館公会堂|日本消防会館（ニッショーホール）,2017,2017,,有り,,無し,,なし,あり・その他画像
シニア劇団かぶつ・かんじゅく座による東京の島巡演の旅,5141,"青ヶ島中学校|大島町開発総合センター|三宅村文化会館 - リスタホール",2017,2017,,有り,英語,無し,,なし,あり・その他画像
"Responding to Ko Murobushi",5145,"北千住BUoY|室伏鴻アーカイブカフェ Shy",2017,2017,,有り,英語,無し,,なし,あり・その他画像
新作・台湾演劇公演『同棲時間』,5148,新宿シアターモリエール,2017,2017,,有り,英語,無し,,なし,あり・その他画像
亡命中―ゲーテ・インスティトゥート・ダマスカス＠東京,5150,ゲーテ・インスティトゥート（東京ドイツ文化センター）,2017,2017,,有り,英語,無し,,なし,あり・その他画像
"国際共同製作『RE/PLAY Dance Edit』",5152,"カンボジア・プノンペン Department of Performing Arts|Power Mac Center Spotlight|吉祥寺シアター",2016,2016,,有り,英語,無し,,,あり・チラシ画像|あり・その他画像
ユーラシアンオペラ東京2018,5153,"座・高円寺 - 座・高円寺 2|スーパー・デラックス（港区）",2017,2017,,有り,英語,無し,,なし,あり・その他画像
ロワイヤル・ドゥ・リュクス　シンポジウム＆リサーチ,5157,,2017,2017,,無し,,無し,,なし,なし
雅歌,5159,,2017,2017,,無し,,無し,,なし,なし
燐光群　アジア共同プロジェクト　日本・タイ・フィリピン合作『リタイアメン』（仮題）,5160,"森下スタジオ（江東区） - 本館 C",2017,2017,,有り,英語,無し,,なし,あり・その他画像
アーティスト・サポート・プログラム,5161,,2016,2016,,有り,英語,無し,,,あり・チラシ画像|あり・その他画像
屋外収蔵,5162,江戸東京たてもの園,2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,有り,バリアフリー対応施設|点字ガイド・手話通訳・字幕ガイド等|その他の取組,なし,あり・その他画像
こどもの日イベント,5163,"江戸東京たてもの園 - 下町中通りなど|江戸東京たてもの園 - センターゾーン 高橋是清邸|江戸東京たてもの園 - 西ゾーン 吉野家（農家）|江戸東京たてもの園 - 東の広場|江戸東京たてもの園 - 東ゾーン 子宝湯|江戸東京たてもの園 - 西ゾーン 綱島家（農家）",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,有り,バリアフリー対応施設|点字ガイド・手話通訳・字幕ガイド等|その他の取組,なし,あり・その他画像
没入体験型作品の海外展開そして新作メディアアートパフォーマンス公演,5164,"Design Museum Holon（イスラエル・ホロン市）|Post City（オーストリア・リンツ市）|WRO Media Art Biennale（ポーランド・ヴロツワフ市）|NTTインターコミュニケーション・センター|シアタートラム",2016,2016,,有り,英語|その他,無し,,,なし
七夕のつどい,5166,"江戸東京たてもの園 - 下町中通りなど|江戸東京たてもの園 - 西ゾーン 吉野家（農家）|江戸東京たてもの園 - ビジターセンター|江戸東京たてもの園 - 東ゾーン 万徳旅館|江戸東京たてもの園 - 東ゾーン 長屋門|江戸東京たてもの園 - 東ゾーン 花市生花店|江戸東京たてもの園 - 西ゾーン 綱島家（農家）|江戸東京たてもの園 - センターゾーン 会水庵|江戸東京たてもの園 - 東ゾーン 川野商店（和傘問屋）|江戸東京たてもの園 - 東ゾーン 川野商店となりの空き地",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,有り,バリアフリー対応施設|点字ガイド・手話通訳・字幕ガイド等|その他の取組,なし,あり・その他画像
下町夕涼み,5170,"江戸東京たてもの園 - 東の広場|江戸東京たてもの園 - 下町中通りなど|江戸東京たてもの園 - 東ゾーン 子宝湯|江戸東京たてもの園 - 西ゾーン 常盤台写真場|江戸東京たてもの園 - 東ゾーン 花市生花店|江戸東京たてもの園 - 東ゾーン 武居三省堂（文具店）|江戸東京たてもの園 - 東ゾーン 村上精華堂|江戸東京たてもの園 - 東ゾーン 植村邸|江戸東京たてもの園 - 東ゾーン 川野商店（和傘問屋）|江戸東京たてもの園 - センターゾーン 西川家別邸|江戸東京たてもの園 - 東ゾーン 万徳旅館|江戸東京たてもの園 - エントランス広場|江戸東京たてもの園 - 東ゾーン 川野商店となりの空き地",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,有り,バリアフリー対応施設|点字ガイド・手話通訳・字幕ガイド等|その他の取組,なし,あり・その他画像
体験！発見！職人さん,5171,"江戸東京たてもの園 - ビジターセンター|江戸東京たてもの園 - 東ゾーン 子宝湯|江戸東京たてもの園 - 復元建造物",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,有り,バリアフリー対応施設|点字ガイド・手話通訳・字幕ガイド等|その他の取組,なし,あり・その他画像
